"expIndex","subject","scenario","round","pset_selected","target","weak_math","strong_math","agent_selected"
"exp3",56,6,3,4,12.5,3.66,8.25,1
"exp3",56,7,0,NA,13.5,3,9,NA
"exp3",56,7,1,2,13.5,3.66,9,1
"exp3",56,7,2,2,13.5,4.2,9,1
"exp3",56,7,3,2,13.5,4.67,9,1
"exp3",56,8,0,NA,15,5,8,NA
"exp3",56,8,1,4,15,5.8,8,1
"exp3",56,8,2,8,15,5.8,9,2
"exp3",56,8,3,2,15,6.14,9,1
"exp3",57,1,0,NA,11,2,8,NA
"exp3",57,1,1,2,11,3,8,1
"exp3",57,1,2,0,11,3,8,0
"exp3",57,1,3,0,11,3,8,0
"exp3",57,2,0,NA,12,3,8,NA
"exp3",57,2,1,8,12,3,9,2
"exp3",57,2,2,2,12,3.66,9,1
"exp3",57,2,3,0,12,3.66,9,0
"exp3",57,3,0,NA,13,3,9,NA
"exp3",57,3,1,0,13,3,9,0
"exp3",57,3,2,2,13,3.66,9,1
"exp3",57,3,3,2,13,4.2,9,1
"exp3",57,4,0,NA,13.5,5,8,NA
"exp3",57,4,1,8,13.5,5,9,2
"exp3",57,4,2,0,13.5,5,9,0
"exp3",57,4,3,0,13.5,5,9,0
"exp3",57,5,0,NA,12,2,8,NA
"exp3",57,5,1,8,12,2,9,2
"exp3",57,5,2,2,12,3,9,1
"exp3",57,5,3,0,12,3,9,0
"exp3",57,6,0,NA,12.5,3,8,NA
"exp3",57,6,1,2,12.5,3.66,8,1
"exp3",57,6,2,2,12.5,4.2,8,1
"exp3",57,6,3,4,12.5,5.15,8,1
"exp3",57,7,0,NA,13.5,3,9,NA
"exp3",57,7,1,2,13.5,3.66,9,1
"exp3",57,7,2,2,13.5,4.2,9,1
"exp3",57,7,3,4,13.5,5.15,9,1
"exp3",57,8,0,NA,15,5,8,NA
"exp3",57,8,1,4,15,5.8,8,1
"exp3",57,8,2,8,15,5.8,9,2
"exp3",57,8,3,4,15,6.48,9,1
"exp3",58,1,0,NA,11,2,8,NA
"exp3",58,1,1,6,11,2,8.75,2
"exp3",58,1,2,8,11,2,9.66,2
"exp3",58,1,3,8,11,2,10.48,2
"exp3",58,2,0,NA,12,3,8,NA
"exp3",58,2,1,0,12,3,8,0
"exp3",58,2,2,0,12,3,8,0
"exp3",58,2,3,0,12,3,8,0
"exp3",58,3,0,NA,13,3,9,NA
"exp3",58,3,1,8,13,3,9.88,2
"exp3",58,3,2,8,13,3,10.68,2
"exp3",58,3,3,8,13,3,11.42,2
"exp3",58,4,0,NA,13.5,5,8,NA
"exp3",58,4,1,4,13.5,5.8,8,1
"exp3",58,4,2,4,13.5,6.48,8,1
"exp3",58,4,3,6,13.5,7.4,8,1
"exp3",58,5,0,NA,12,2,8,NA
"exp3",58,5,1,0,12,2,8,0
"exp3",58,5,2,0,12,2,8,0
"exp3",58,5,3,0,12,2,8,0
"exp3",58,6,0,NA,12.5,3,8,NA
"exp3",58,6,1,0,12.5,3,8,0
"exp3",58,6,2,0,12.5,3,8,0
"exp3",58,6,3,0,12.5,3,8,0
"exp3",58,7,0,NA,13.5,3,9,NA
"exp3",58,7,1,2,13.5,3.66,9,1
"exp3",58,7,2,2,13.5,4.2,9,1
"exp3",58,7,3,4,13.5,5.15,9,1
"exp3",58,8,0,NA,15,5,8,NA
"exp3",58,8,1,8,15,5,9,2
"exp3",58,8,2,8,15,5,9.88,2
"exp3",58,8,3,8,15,5,10.68,2
"exp3",59,1,0,NA,11,2,8,NA
"exp3",59,1,1,2,11,3,8,1
"exp3",59,1,2,2,11,3.66,8,1
"exp3",59,1,3,2,11,4.2,8,1
"exp3",59,2,0,NA,12,3,8,NA
"exp3",59,2,1,2,12,3.66,8,1
"exp3",59,2,2,2,12,4.2,8,1
"exp3",59,2,3,0,12,4.2,8,0
"exp3",59,3,0,NA,13,3,9,NA
"exp3",59,3,1,2,13,3.66,9,1
"exp3",59,3,2,2,13,4.2,9,1
"exp3",59,3,3,0,13,4.2,9,0
"exp3",59,4,0,NA,13.5,5,8,NA
"exp3",59,4,1,4,13.5,5.8,8,1
"exp3",59,4,2,0,13.5,5.8,8,0
"exp3",59,4,3,0,13.5,5.8,8,0
"exp3",59,5,0,NA,12,2,8,NA
"exp3",59,5,1,2,12,3,8,1
"exp3",59,5,2,2,12,3.66,8,1
"exp3",59,5,3,2,12,4.2,8,1
"exp3",59,6,0,NA,12.5,3,8,NA
"exp3",59,6,1,8,12.5,3,9,2
"exp3",59,6,2,2,12.5,3.66,9,1
"exp3",59,6,3,0,12.5,3.66,9,0
"exp3",59,7,0,NA,13.5,3,9,NA
"exp3",59,7,1,2,13.5,3.66,9,1
"exp3",59,7,2,2,13.5,4.2,9,1
"exp3",59,7,3,4,13.5,5.15,9,1
"exp3",59,8,0,NA,15,5,8,NA
"exp3",59,8,1,8,15,5,9,2
"exp3",59,8,2,4,15,5.8,9,1
"exp3",59,8,3,2,15,6.14,9,1
"exp3",60,1,0,NA,11,2,8,NA
"exp3",60,1,1,8,11,2,9,2
"exp3",60,1,2,0,11,2,9,0
"exp3",60,1,3,0,11,2,9,0
"exp3",60,2,0,NA,12,3,8,NA
"exp3",60,2,1,8,12,3,9,2
"exp3",60,2,2,0,12,3,9,0
"exp3",60,2,3,0,12,3,9,0
"exp3",60,3,0,NA,13,3,9,NA
"exp3",60,3,1,0,13,3,9,0
"exp3",60,3,2,2,13,3.66,9,1
"exp3",60,3,3,2,13,4.2,9,1
"exp3",60,4,0,NA,13.5,5,8,NA
"exp3",60,4,1,8,13.5,5,9,2
"exp3",60,4,2,0,13.5,5,9,0
"exp3",60,4,3,0,13.5,5,9,0
"exp3",60,5,0,NA,12,2,8,NA
"exp3",60,5,1,8,12,2,9,2
"exp3",60,5,2,2,12,3,9,1
"exp3",60,5,3,0,12,3,9,0
"exp3",60,6,0,NA,12.5,3,8,NA
"exp3",60,6,1,2,12.5,3.66,8,1
"exp3",60,6,2,2,12.5,4.2,8,1
"exp3",60,6,3,8,12.5,4.2,9,2
"exp3",60,7,0,NA,13.5,3,9,NA
"exp3",60,7,1,8,13.5,3,9.88,2
"exp3",60,7,2,8,13.5,3,10.68,2
"exp3",60,7,3,0,13.5,3,10.68,0
"exp3",60,8,0,NA,15,5,8,NA
"exp3",60,8,1,8,15,5,9,2
"exp3",60,8,2,8,15,5,9.88,2
"exp3",60,8,3,8,15,5,10.68,2
"exp3",61,1,0,NA,11,2,8,NA
"exp3",61,1,1,4,11,2,8,1
"exp3",61,1,2,4,11,2,8,1
"exp3",61,1,3,4,11,2,8,1
"exp3",61,2,0,NA,12,3,8,NA
"exp3",61,2,1,8,12,3,9,2
"exp3",61,2,2,0,12,3,9,0
"exp3",61,2,3,0,12,3,9,0
"exp3",61,3,0,NA,13,3,9,NA
"exp3",61,3,1,2,13,3.66,9,1
"exp3",61,3,2,2,13,4.2,9,1
"exp3",61,3,3,0,13,4.2,9,0
"exp3",61,4,0,NA,13.5,5,8,NA
"exp3",61,4,1,4,13.5,5.8,8,1
"exp3",61,4,2,0,13.5,5.8,8,0
"exp3",61,4,3,0,13.5,5.8,8,0
"exp3",61,5,0,NA,12,2,8,NA
"exp3",61,5,1,8,12,2,9,2
"exp3",61,5,2,2,12,3,9,1
"exp3",61,5,3,0,12,3,9,0
"exp3",61,6,0,NA,12.5,3,8,NA
"exp3",61,6,1,4,12.5,3,8,1
"exp3",61,6,2,0,12.5,3,8,0
"exp3",61,6,3,0,12.5,3,8,0
"exp3",61,7,0,NA,13.5,3,9,NA
"exp3",61,7,1,2,13.5,3.66,9,1
"exp3",61,7,2,4,13.5,3.66,9,1
"exp3",61,7,3,2,13.5,4.2,9,1
"exp3",61,8,0,NA,15,5,8,NA
"exp3",61,8,1,6,15,5,8,1
"exp3",61,8,2,4,15,5.8,8,1
"exp3",61,8,3,4,15,6.48,8,1
"exp3",62,1,0,NA,11,2,8,NA
"exp3",62,1,1,2,11,3,8,1
"exp3",62,1,2,0,11,3,8,0
"exp3",62,1,3,0,11,3,8,0
"exp3",62,2,0,NA,12,3,8,NA
"exp3",62,2,1,8,12,3,9,2
"exp3",62,2,2,0,12,3,9,0
"exp3",62,2,3,0,12,3,9,0
"exp3",62,3,0,NA,13,3,9,NA
"exp3",62,3,1,2,13,3.66,9,1
"exp3",62,3,2,2,13,4.2,9,1
"exp3",62,3,3,0,13,4.2,9,0
"exp3",62,4,0,NA,13.5,5,8,NA
"exp3",62,4,1,4,13.5,5.8,8,1
"exp3",62,4,2,0,13.5,5.8,8,0
"exp3",62,4,3,0,13.5,5.8,8,0
"exp3",62,5,0,NA,12,2,8,NA
"exp3",62,5,1,0,12,2,8,0
"exp3",62,5,2,8,12,2,9,2
"exp3",62,5,3,0,12,2,9,0
"exp3",62,6,0,NA,12.5,3,8,NA
"exp3",62,6,1,8,12.5,3,9,2
"exp3",62,6,2,2,12.5,3.66,9,1
"exp3",62,6,3,0,12.5,3.66,9,0
"exp3",62,7,0,NA,13.5,3,9,NA
"exp3",62,7,1,2,13.5,3.66,9,1
"exp3",62,7,2,8,13.5,3.66,9.88,2
"exp3",62,7,3,0,13.5,3.66,9.88,0
"exp3",62,8,0,NA,15,5,8,NA
"exp3",62,8,1,8,15,5,9,2
"exp3",62,8,2,4,15,5.8,9,1
"exp3",62,8,3,2,15,6.14,9,1
"exp3",63,1,0,NA,11,2,8,NA
"exp3",63,1,1,8,11,2,9,2
"exp3",63,1,2,2,11,3,9,1
"exp3",63,1,3,4,11,3,9,1
"exp3",63,2,0,NA,12,3,8,NA
"exp3",63,2,1,2,12,3.66,8,1
"exp3",63,2,2,2,12,4.2,8,1
"exp3",63,2,3,8,12,4.2,9,2
"exp3",63,3,0,NA,13,3,9,NA
"exp3",63,3,1,2,13,3.66,9,1
"exp3",63,3,2,8,13,3.66,9.88,2
"exp3",63,3,3,8,13,3.66,10.68,2
"exp3",63,4,0,NA,13.5,5,8,NA
"exp3",63,4,1,0,13.5,5,8,0
"exp3",63,4,2,0,13.5,5,8,0
"exp3",63,4,3,0,13.5,5,8,0
"exp3",63,5,0,NA,12,2,8,NA
"exp3",63,5,1,8,12,2,9,2
"exp3",63,5,2,2,12,3,9,1
"exp3",63,5,3,2,12,3.66,9,1
"exp3",63,6,0,NA,12.5,3,8,NA
"exp3",63,6,1,2,12.5,3.66,8,1
"exp3",63,6,2,8,12.5,3.66,9,2
"exp3",63,6,3,4,12.5,3.66,9,1
"exp3",63,7,0,NA,13.5,3,9,NA
"exp3",63,7,1,2,13.5,3.66,9,1
"exp3",63,7,2,8,13.5,3.66,9.88,2
"exp3",63,7,3,8,13.5,3.66,10.68,2
"exp3",63,8,0,NA,15,5,8,NA
"exp3",63,8,1,8,15,5,9,2
"exp3",63,8,2,4,15,5.8,9,1
"exp3",63,8,3,8,15,5.8,9.88,2
"exp3",64,1,0,NA,11,2,8,NA
"exp3",64,1,1,2,11,3,8,1
"exp3",64,1,2,0,11,3,8,0
"exp3",64,1,3,0,11,3,8,0
"exp3",64,2,0,NA,12,3,8,NA
"exp3",64,2,1,2,12,3,8.25,2
"exp3",64,2,2,2,12,3,8.49,2
"exp3",64,2,3,6,12,3,8.49,1
"exp3",64,3,0,NA,13,3,9,NA
"exp3",64,3,1,2,13,3,9.22,2
"exp3",64,3,2,2,13,3.66,9.22,1
"exp3",64,3,3,2,13,4.2,9.22,1
"exp3",64,4,0,NA,13.5,5,8,NA
"exp3",64,4,1,4,13.5,5.8,8,1
"exp3",64,4,2,4,13.5,6.48,8,1
"exp3",64,4,3,2,13.5,6.78,8,1
"exp3",64,5,0,NA,12,2,8,NA
"exp3",64,5,1,4,12,2,8,1
"exp3",64,5,2,2,12,3,8,1
"exp3",64,5,3,2,12,3.66,8,1
"exp3",64,6,0,NA,12.5,3,8,NA
"exp3",64,6,1,2,12.5,3.66,8,1
"exp3",64,6,2,2,12.5,4.2,8,1
"exp3",64,6,3,2,12.5,4.67,8,1
"exp3",64,7,0,NA,13.5,3,9,NA
"exp3",64,7,1,2,13.5,3.66,9,1
"exp3",64,7,2,2,13.5,4.2,9,1
"exp3",64,7,3,2,13.5,4.2,9.22,2
"exp3",64,8,0,NA,15,5,8,NA
"exp3",64,8,1,4,15,5.8,8,1
"exp3",64,8,2,4,15,6.48,8,1
"exp3",64,8,3,2,15,6.78,8,1
"exp3",65,1,0,NA,11,2,8,NA
"exp3",65,1,1,8,11,2,9,2
"exp3",65,1,2,0,11,2,9,0
"exp3",65,1,3,0,11,2,9,0
"exp3",65,2,0,NA,12,3,8,NA
"exp3",65,2,1,8,12,3,9,2
"exp3",65,2,2,0,12,3,9,0
"exp3",65,2,3,8,12,3,9.88,2
"exp3",65,3,0,NA,13,3,9,NA
"exp3",65,3,1,8,13,3,9.88,2
"exp3",65,3,2,8,13,3,10.68,2
"exp3",65,3,3,0,13,3,10.68,0
"exp3",65,4,0,NA,13.5,5,8,NA
"exp3",65,4,1,8,13.5,5,9,2
"exp3",65,4,2,0,13.5,5,9,0
"exp3",65,4,3,0,13.5,5,9,0
"exp3",65,5,0,NA,12,2,8,NA
"exp3",65,5,1,2,12,3,8,1
"exp3",65,5,2,8,12,3,9,2
"exp3",65,5,3,0,12,3,9,0
"exp3",65,6,0,NA,12.5,3,8,NA
"exp3",65,6,1,8,12.5,3,9,2
"exp3",65,6,2,2,12.5,3.66,9,1
"exp3",65,6,3,0,12.5,3.66,9,0
"exp3",65,7,0,NA,13.5,3,9,NA
"exp3",65,7,1,2,13.5,3.66,9,1
"exp3",65,7,2,8,13.5,3.66,9.88,2
"exp3",65,7,3,0,13.5,3.66,9.88,0
"exp3",65,8,0,NA,15,5,8,NA
"exp3",65,8,1,8,15,5,9,2
"exp3",65,8,2,4,15,5.8,9,1
"exp3",65,8,3,4,15,6.48,9,1
"exp3",66,1,0,NA,11,2,8,NA
"exp3",66,1,1,8,11,2,9,2
"exp3",66,1,2,0,11,2,9,0
"exp3",66,1,3,8,11,2,9.88,2
"exp3",66,2,0,NA,12,3,8,NA
"exp3",66,2,1,4,12,3,8.5,2
"exp3",66,2,2,4,12,3,8.97,2
"exp3",66,2,3,4,12,3,9.41,2
"exp3",66,3,0,NA,13,3,9,NA
"exp3",66,3,1,2,13,3.66,9,1
"exp3",66,3,2,2,13,4.2,9,1
"exp3",66,3,3,2,13,4.67,9,1
"exp3",66,4,0,NA,13.5,5,8,NA
"exp3",66,4,1,8,13.5,5,9,2
"exp3",66,4,2,8,13.5,5,9.88,2
"exp3",66,4,3,8,13.5,5,10.68,2
"exp3",66,5,0,NA,12,2,8,NA
"exp3",66,5,1,2,12,3,8,1
"exp3",66,5,2,2,12,3.66,8,1
"exp3",66,5,3,2,12,4.2,8,1
"exp3",66,6,0,NA,12.5,3,8,NA
"exp3",66,6,1,6,12.5,3,8.75,2
"exp3",66,6,2,6,12.5,3,9.43,2
"exp3",66,6,3,6,12.5,3,10.06,2
"exp3",66,7,0,NA,13.5,3,9,NA
"exp3",66,7,1,8,13.5,3,9,1
"exp3",66,7,2,6,13.5,3,9.66,2
"exp3",66,7,3,6,13.5,3,10.28,2
"exp3",66,8,0,NA,15,5,8,NA
"exp3",66,8,1,4,15,5,8.5,2
"exp3",66,8,2,4,15,5,8.97,2
"exp3",66,8,3,4,15,5,9.41,2
"exp3",67,1,0,NA,11,2,8,NA
"exp3",67,1,1,8,11,2,9,2
"exp3",67,1,2,0,11,2,9,0
"exp3",67,1,3,0,11,2,9,0
"exp3",67,2,0,NA,12,3,8,NA
"exp3",67,2,1,8,12,3,9,2
"exp3",67,2,2,0,12,3,9,0
"exp3",67,2,3,0,12,3,9,0
"exp3",67,3,0,NA,13,3,9,NA
"exp3",67,3,1,2,13,3.66,9,1
"exp3",67,3,2,2,13,4.2,9,1
"exp3",67,3,3,0,13,4.2,9,0
"exp3",67,4,0,NA,13.5,5,8,NA
"exp3",67,4,1,4,13.5,5.8,8,1
"exp3",67,4,2,0,13.5,5.8,8,0
"exp3",67,4,3,0,13.5,5.8,8,0
"exp3",67,5,0,NA,12,2,8,NA
"exp3",67,5,1,2,12,3,8,1
"exp3",67,5,2,2,12,3.66,8,1
"exp3",67,5,3,2,12,4.2,8,1
"exp3",67,6,0,NA,12.5,3,8,NA
"exp3",67,6,1,8,12.5,3,9,2
"exp3",67,6,2,2,12.5,3.66,9,1
"exp3",67,6,3,0,12.5,3.66,9,0
"exp3",67,7,0,NA,13.5,3,9,NA
"exp3",67,7,1,4,13.5,3,9,1
"exp3",67,7,2,2,13.5,3.66,9,1
"exp3",67,7,3,8,13.5,3.66,9.88,2
"exp3",67,8,0,NA,15,5,8,NA
"exp3",67,8,1,8,15,5,9,2
"exp3",67,8,2,4,15,5.8,9,1
"exp3",67,8,3,8,15,5.8,9.88,2
"exp3",68,1,0,NA,11,2,8,NA
"exp3",68,1,1,2,11,3,8,1
"exp3",68,1,2,0,11,3,8,0
"exp3",68,1,3,0,11,3,8,0
"exp3",68,2,0,NA,12,3,8,NA
"exp3",68,2,1,8,12,3,9,2
"exp3",68,2,2,0,12,3,9,0
"exp3",68,2,3,0,12,3,9,0
"exp3",68,3,0,NA,13,3,9,NA
"exp3",68,3,1,2,13,3.66,9,1
"exp3",68,3,2,2,13,4.2,9,1
"exp3",68,3,3,0,13,4.2,9,0
"exp3",68,4,0,NA,13.5,5,8,NA
"exp3",68,4,1,4,13.5,5.8,8,1
"exp3",68,4,2,0,13.5,5.8,8,0
"exp3",68,4,3,0,13.5,5.8,8,0
"exp3",68,5,0,NA,12,2,8,NA
"exp3",68,5,1,2,12,3,8,1
"exp3",68,5,2,2,12,3.66,8,1
"exp3",68,5,3,2,12,4.2,8,1
"exp3",68,6,0,NA,12.5,3,8,NA
"exp3",68,6,1,2,12.5,3.66,8,1
"exp3",68,6,2,2,12.5,4.2,8,1
"exp3",68,6,3,2,12.5,4.67,8,1
"exp3",68,7,0,NA,13.5,3,9,NA
"exp3",68,7,1,2,13.5,3.66,9,1
"exp3",68,7,2,4,13.5,3.66,9.44,2
"exp3",68,7,3,8,13.5,3.66,9.44,1
"exp3",68,8,0,NA,15,5,8,NA
"exp3",68,8,1,4,15,5.8,8,1
"exp3",68,8,2,2,15,6.14,8,1
"exp3",68,8,3,6,15,7.11,8,1
"exp3",69,1,0,NA,11,2,8,NA
"exp3",69,1,1,2,11,3,8,1
"exp3",69,1,2,0,11,3,8,0
"exp3",69,1,3,0,11,3,8,0
"exp3",69,2,0,NA,12,3,8,NA
"exp3",69,2,1,2,12,3.66,8,1
"exp3",69,2,2,2,12,4.2,8,1
"exp3",69,2,3,0,12,4.2,8,0
"exp3",69,3,0,NA,13,3,9,NA
"exp3",69,3,1,2,13,3.66,9,1
"exp3",69,3,2,2,13,4.2,9,1
"exp3",69,3,3,0,13,4.2,9,0
"exp3",69,4,0,NA,13.5,5,8,NA
"exp3",69,4,1,2,13.5,5.4,8,1
"exp3",69,4,2,2,13.5,5.77,8,1
"exp3",69,4,3,0,13.5,5.77,8,0
"exp3",69,5,0,NA,12,2,8,NA
"exp3",69,5,1,2,12,3,8,1
"exp3",69,5,2,2,12,3.66,8,1
"exp3",69,5,3,2,12,4.2,8,1
"exp3",69,6,0,NA,12.5,3,8,NA
"exp3",69,6,1,2,12.5,3.66,8,1
"exp3",69,6,2,2,12.5,4.2,8,1
"exp3",69,6,3,2,12.5,4.67,8,1
"exp3",69,7,0,NA,13.5,3,9,NA
"exp3",69,7,1,2,13.5,3.66,9,1
"exp3",69,7,2,2,13.5,4.2,9,1
"exp3",69,7,3,2,13.5,4.67,9,1
"exp3",69,8,0,NA,15,5,8,NA
"exp3",69,8,1,4,15,5.8,8,1
"exp3",69,8,2,4,15,6.48,8,1
"exp3",69,8,3,6,15,7.4,8,1
"exp3",70,1,0,NA,11,2,8,NA
"exp3",70,1,1,8,11,2,9,2
"exp3",70,1,2,8,11,2,9.88,2
"exp3",70,1,3,2,11,3,9.88,1
"exp3",70,2,0,NA,12,3,8,NA
"exp3",70,2,1,8,12,3,9,2
"exp3",70,2,2,2,12,3.66,9,1
"exp3",70,2,3,2,12,4.2,9,1
"exp3",70,3,0,NA,13,3,9,NA
"exp3",70,3,1,2,13,3.66,9,1
"exp3",70,3,2,8,13,3.66,9.88,2
"exp3",70,3,3,8,13,3.66,10.68,2
"exp3",70,4,0,NA,13.5,5,8,NA
"exp3",70,4,1,8,13.5,5,9,2
"exp3",70,4,2,4,13.5,5.8,9,1
"exp3",70,4,3,4,13.5,6.48,9,1
"exp3",70,5,0,NA,12,2,8,NA
"exp3",70,5,1,8,12,2,9,2
"exp3",70,5,2,2,12,2,9.22,2
"exp3",70,5,3,2,12,2,9.43,2
"exp3",70,6,0,NA,12.5,3,8,NA
"exp3",70,6,1,8,12.5,3,9,2
"exp3",70,6,2,2,12.5,3.66,9,1
"exp3",70,6,3,2,12.5,4.2,9,1
"exp3",70,7,0,NA,13.5,3,9,NA
"exp3",70,7,1,8,13.5,3,9.88,2
"exp3",70,7,2,8,13.5,3,10.68,2
"exp3",70,7,3,2,13.5,3.66,10.68,1
"exp3",70,8,0,NA,15,5,8,NA
"exp3",70,8,1,8,15,5,9,2
"exp3",70,8,2,4,15,5.8,9,1
"exp3",70,8,3,4,15,6.48,9,1
"exp3",71,1,0,NA,11,2,8,NA
"exp3",71,1,1,8,11,2,9,2
"exp3",71,1,2,0,11,2,9,0
"exp3",71,1,3,0,11,2,9,0
"exp3",71,2,0,NA,12,3,8,NA
"exp3",71,2,1,8,12,3,9,2
"exp3",71,2,2,0,12,3,9,0
"exp3",71,2,3,0,12,3,9,0
"exp3",71,3,0,NA,13,3,9,NA
"exp3",71,3,1,8,13,3,9.88,2
"exp3",71,3,2,4,13,3,10.28,2
"exp3",71,3,3,0,13,3,10.28,0
"exp3",71,4,0,NA,13.5,5,8,NA
"exp3",71,4,1,4,13.5,5.8,8,1
"exp3",71,4,2,0,13.5,5.8,8,0
"exp3",71,4,3,0,13.5,5.8,8,0
"exp3",71,5,0,NA,12,2,8,NA
"exp3",71,5,1,6,12,2,8.75,2
"exp3",71,5,2,8,12,2,9.66,2
"exp3",71,5,3,6,12,2,10.28,2
"exp3",71,6,0,NA,12.5,3,8,NA
"exp3",71,6,1,8,12.5,3,9,2
"exp3",71,6,2,6,12.5,3,9.66,2
"exp3",71,6,3,0,12.5,3,9.66,0
"exp3",71,7,0,NA,13.5,3,9,NA
"exp3",71,7,1,8,13.5,3,9.88,2
"exp3",71,7,2,8,13.5,3,10.68,2
"exp3",71,7,3,0,13.5,3,10.68,0
"exp3",71,8,0,NA,15,5,8,NA
"exp3",71,8,1,8,15,5,9,2
"exp3",71,8,2,8,15,5,9.88,2
"exp3",71,8,3,4,15,5,10.28,2
"exp3",72,1,0,NA,11,2,8,NA
"exp3",72,1,1,2,11,3,8,1
"exp3",72,1,2,0,11,3,8,0
"exp3",72,1,3,0,11,3,8,0
"exp3",72,2,0,NA,12,3,8,NA
"exp3",72,2,1,2,12,3.66,8,1
"exp3",72,2,2,2,12,4.2,8,1
"exp3",72,2,3,0,12,4.2,8,0
"exp3",72,3,0,NA,13,3,9,NA
"exp3",72,3,1,2,13,3.66,9,1
"exp3",72,3,2,2,13,4.2,9,1
"exp3",72,3,3,0,13,4.2,9,0
"exp3",72,4,0,NA,13.5,5,8,NA
"exp3",72,4,1,4,13.5,5.8,8,1
"exp3",72,4,2,0,13.5,5.8,8,0
"exp3",72,4,3,0,13.5,5.8,8,0
"exp3",72,5,0,NA,12,2,8,NA
"exp3",72,5,1,2,12,3,8,1
"exp3",72,5,2,2,12,3.66,8,1
"exp3",72,5,3,2,12,4.2,8,1
"exp3",72,6,0,NA,12.5,3,8,NA
"exp3",72,6,1,2,12.5,3.66,8,1
"exp3",72,6,2,2,12.5,4.2,8,1
"exp3",72,6,3,4,12.5,5.15,8,1
"exp3",72,7,0,NA,13.5,3,9,NA
"exp3",72,7,1,2,13.5,3.66,9,1
"exp3",72,7,2,2,13.5,4.2,9,1
"exp3",72,7,3,4,13.5,5.15,9,1
"exp3",72,8,0,NA,15,5,8,NA
"exp3",72,8,1,8,15,5,9,2
"exp3",72,8,2,4,15,5.8,9,1
"exp3",72,8,3,2,15,6.14,9,1
"exp3",73,1,0,NA,11,2,8,NA
"exp3",73,1,1,2,11,3,8,1
"exp3",73,1,2,0,11,3,8,0
"exp3",73,1,3,0,11,3,8,0
"exp3",73,2,0,NA,12,3,8,NA
"exp3",73,2,1,2,12,3.66,8,1
"exp3",73,2,2,2,12,4.2,8,1
"exp3",73,2,3,0,12,4.2,8,0
"exp3",73,3,0,NA,13,3,9,NA
"exp3",73,3,1,2,13,3.66,9,1
"exp3",73,3,2,2,13,4.2,9,1
"exp3",73,3,3,0,13,4.2,9,0
"exp3",73,4,0,NA,13.5,5,8,NA
"exp3",73,4,1,4,13.5,5.8,8,1
"exp3",73,4,2,4,13.5,6.48,8,1
"exp3",73,4,3,6,13.5,7.4,8,1
"exp3",73,5,0,NA,12,2,8,NA
"exp3",73,5,1,2,12,3,8,1
"exp3",73,5,2,2,12,3.66,8,1
"exp3",73,5,3,2,12,4.2,8,1
"exp3",73,6,0,NA,12.5,3,8,NA
"exp3",73,6,1,2,12.5,3.66,8,1
"exp3",73,6,2,2,12.5,4.2,8,1
"exp3",73,6,3,2,12.5,4.67,8,1
"exp3",73,7,0,NA,13.5,3,9,NA
"exp3",73,7,1,2,13.5,3.66,9,1
"exp3",73,7,2,2,13.5,4.2,9,1
"exp3",73,7,3,4,13.5,5.15,9,1
"exp3",73,8,0,NA,15,5,8,NA
"exp3",73,8,1,4,15,5.8,8,1
"exp3",73,8,2,4,15,6.48,8,1
"exp3",73,8,3,6,15,7.4,8,1
"exp3",74,1,0,NA,11,2,8,NA
"exp3",74,1,1,8,11,2,9,2
"exp3",74,1,2,0,11,2,9,0
"exp3",74,1,3,0,11,2,9,0
"exp3",74,2,0,NA,12,3,8,NA
"exp3",74,2,1,8,12,3,9,2
"exp3",74,2,2,0,12,3,9,0
"exp3",74,2,3,0,12,3,9,0
"exp3",74,3,0,NA,13,3,9,NA
"exp3",74,3,1,6,13,3,9.66,2
"exp3",74,3,2,2,13,3,9.86,2
"exp3",74,3,3,2,13,3.66,9.86,1
"exp3",74,4,0,NA,13.5,5,8,NA
"exp3",74,4,1,4,13.5,5.8,8,1
"exp3",74,4,2,0,13.5,5.8,8,0
"exp3",74,4,3,0,13.5,5.8,8,0
"exp3",74,5,0,NA,12,2,8,NA
"exp3",74,5,1,2,12,3,8,1
"exp3",74,5,2,8,12,3,9,2
"exp3",74,5,3,0,12,3,9,0
"exp3",74,6,0,NA,12.5,3,8,NA
"exp3",74,6,1,8,12.5,3,9,2
"exp3",74,6,2,4,12.5,3,9.44,2
"exp3",74,6,3,2,12.5,3.66,9.44,1
"exp3",74,7,0,NA,13.5,3,9,NA
"exp3",74,7,1,6,13.5,3,9.66,2
"exp3",74,7,2,2,13.5,3.66,9.66,1
"exp3",74,7,3,4,13.5,3.66,10.07,2
"exp3",74,8,0,NA,15,5,8,NA
"exp3",74,8,1,4,15,5.8,8,1
"exp3",74,8,2,8,15,5.8,9,2
"exp3",74,8,3,6,15,5.8,9.66,2
"exp3",75,1,0,NA,11,2,8,NA
"exp3",75,1,1,8,11,2,8,1
"exp3",75,1,2,8,11,2,8,1
"exp3",75,1,3,6,11,2,8.75,2
"exp3",75,2,0,NA,12,3,8,NA
"exp3",75,2,1,6,12,3,8.75,2
"exp3",75,2,2,6,12,3,9.43,2
"exp3",75,2,3,6,12,3,10.06,2
"exp3",75,3,0,NA,13,3,9,NA
"exp3",75,3,1,2,13,3.66,9,1
"exp3",75,3,2,2,13,4.2,9,1
"exp3",75,3,3,2,13,4.67,9,1
"exp3",75,4,0,NA,13.5,5,8,NA
